	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_214	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Pezizomycotina_fam_Incertae_sedis	g__Tricellula	NA
ASV_215	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Acremonium	s__cavaraeanum
ASV_216	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Pezizomycotina_fam_Incertae_sedis	g__Pulvinella	NA
ASV_217	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideomycetes_ord_Incertae_sedis	f__Dothideomycetes_fam_Incertae_sedis	g__Dilophia	NA
ASV_218	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__chlamydosporicum
ASV_219	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Samsoniella	s__hepiali
ASV_220	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	NA	NA
ASV_221	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Cryptococcaceae	g__Cryptococcus	s__watticus
ASV_222	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Wilcoxina	s__rehmii
ASV_223	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	NA	NA	NA
ASV_224	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_225	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_226	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Chaetomium	NA
ASV_227	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Agaricaceae	g__Coprinus	s__comatus
ASV_228	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__chlamydosporicum
ASV_229	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_230	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_231	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Cyphellophoraceae	g__Cyphellophora	NA
ASV_232	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Phacidiales	f__Phacidiaceae	g__Gremmenia	s__infestans
ASV_233	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Rickenellaceae	NA	NA
ASV_234	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	NA
ASV_235	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Phacidiales	f__Phacidiaceae	g__Gremmenia	s__infestans
ASV_236	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Neonectria	s__major
ASV_237	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Amphisphaeriaceae	g__Microdochium	NA
ASV_238	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	NA	NA
ASV_239	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__ericae
ASV_240	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Paraphoma	NA
ASV_241	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_242	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__pilicola
ASV_243	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Delitschiaceae	NA	NA
ASV_244	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideomycetes_ord_Incertae_sedis	f__Dothideomycetes_fam_Incertae_sedis	g__Dilophia	NA
ASV_245	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lentitheciaceae	NA	NA
ASV_246	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Chaetomium	NA
ASV_247	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_248	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_249	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Microscypha	NA
ASV_250	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Cistella	NA
ASV_251	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_252	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Glutinomyces	NA
ASV_253	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Wilcoxina	NA
ASV_254	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Comoclathris	NA
ASV_255	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Caliciales	f__Physciaceae	g__Rinodina	s__guzzinii
ASV_256	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	NA
ASV_257	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__metachromatica
ASV_258	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Paraphoma	s__fimeti
ASV_259	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Paraphoma	s__fimeti
ASV_260	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Knufia	NA
ASV_261	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	NA
ASV_262	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	s__dimorpha
ASV_263	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	NA	NA
ASV_264	k__Fungi	p__Ascomycota	c__Geoglossomycetes	o__Geoglossales	f__Geoglossaceae	g__Geoglossum	NA
ASV_265	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_266	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Linnemannia	s__sclerotiella
ASV_267	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Pezizomycotina_fam_Incertae_sedis	g__Weissia	NA
ASV_268	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Cephalotrichum	s__stemonitis
ASV_269	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae	g__Thelephora	s__terrestris
ASV_270	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__sylvestris
ASV_271	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Cephalothecaceae	g__Phialemonium	NA
ASV_272	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Chaetomium	s__globosum
ASV_273	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Pyrenopeziza	s__caespiticia
ASV_274	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_275	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Powellomycetaceae	g__Fimicolochytrium	NA
ASV_276	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Lycoperdaceae	NA	NA
ASV_277	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Neonectria	s__major
ASV_278	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__polonicum
ASV_279	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Cephalothecaceae	g__Phialemonium	s__inflatum
ASV_280	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Parastagonospora	s__nodorum
ASV_281	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Sparticola	s__juncei
ASV_282	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__Elasticomyces	s__elasticus
ASV_283	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Botryotrichum	NA
ASV_284	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Acremonium	s__charticola
ASV_285	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Sclerococcales	f__Sclerococcaceae	g__Sclerococcum	NA
ASV_286	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Pseudoophiobolus	NA
ASV_287	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Septoriella	NA
ASV_288	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hamatocanthoscyphaceae	g__Xenopolyscytalum	NA
ASV_289	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Heydenia	NA
ASV_290	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Tympanidaceae	NA	NA
ASV_291	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_292	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	NA	NA
ASV_293	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Genolevuria	NA
ASV_294	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_295	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Paraphoma	s__fimeti
ASV_296	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Bacillicladium	s__lobatum
ASV_297	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Arthrodermataceae	g__Arthroderma	NA
ASV_298	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hamatocanthoscyphaceae	g__Xenopolyscytalum	NA
ASV_299	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_300	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	NA
ASV_301	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	NA	NA
ASV_302	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_303	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Ophiosphaerella	NA
ASV_304	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__periconioides
ASV_305	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	NA	NA
ASV_306	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	NA	NA
ASV_307	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Chaetomium	NA
ASV_308	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	NA
ASV_309	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Comoclathris	NA
ASV_310	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Wilcoxina	s__rehmii
ASV_311	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Erysiphales	f__Erysiphaceae	g__Blumeria	s__graminis
ASV_312	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Chaetomidium	NA
ASV_313	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_314	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	NA
ASV_315	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Septoriella	s__hollandica
ASV_316	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Onygenaceae	g__Chrysosporium	s__merdarium
ASV_317	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__tricinctum
ASV_318	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Cladosporium	s__cladosporioides
ASV_319	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Extremaceae	g__Extremus	NA
ASV_320	k__Fungi	p__Chytridiomycota	c__Rhizophlyctidomycetes	o__Rhizophlyctidales	f__Rhizophlyctidaceae	g__Rhizophlyctis	s__rosea
ASV_321	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	NA	NA
ASV_322	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_323	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	g__Lecythophora	s__canina
ASV_324	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Hydnaceae	g__Sistotrema	NA
ASV_325	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_326	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lindgomycetaceae	NA	NA
ASV_327	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinellus	NA
ASV_328	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	NA	NA
ASV_329	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Neonectria	s__major
ASV_330	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Cistella	NA
ASV_331	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Brachyphoris	NA
ASV_332	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	NA
ASV_333	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Plenodomus	s__biglobosus
ASV_334	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Tympanidaceae	NA	NA
ASV_335	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_336	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Cephalothecaceae	g__Phialemonium	s__inflatum
ASV_337	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	g__Laburnicola	s__dactylidis
ASV_338	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Cistella	NA
ASV_339	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Amphisphaeriaceae	g__Microdochium	NA
ASV_340	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Tympanidaceae	NA	NA
ASV_341	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Amorphotheca	s__resinae
ASV_342	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	NA	NA
ASV_343	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__atrosanguineum
ASV_344	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Sporormiella	s__vexans
ASV_345	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_346	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hamatocanthoscyphaceae	g__Xenopolyscytalum	NA
ASV_347	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Schizoporaceae	g__Lyomyces	NA
ASV_348	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Microscypha	NA
ASV_349	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	NA	NA
ASV_350	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__bialowiezense
ASV_351	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Mycenaceae	g__Mycena	NA
ASV_352	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Pezizomycotina_fam_Incertae_sedis	g__Kostermansinda	s__minima
ASV_353	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	NA	NA
ASV_354	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__truncatum
ASV_355	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Ophiosphaerella	NA
ASV_356	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Calycellina	NA
ASV_357	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	NA
ASV_358	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Bombardiaceae	g__Ramophialophora	NA
ASV_359	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	NA	NA	NA
ASV_360	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_361	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Paraphoma	s__radicina
ASV_362	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_363	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_364	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	NA	NA
ASV_365	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Botryotrichum	s__domesticum
ASV_366	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	NA
ASV_367	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Sclerococcales	f__Sclerococcaceae	g__Sclerococcum	NA
ASV_368	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_369	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Gymnoascaceae	g__Leucothecium	NA
ASV_370	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Boliniales	f__Boliniales_fam_Incertae_sedis	g__Paramicrothyrium	NA
ASV_371	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_372	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	NA	NA	NA
ASV_373	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	g__Mycocentrospora	NA
ASV_374	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Hyponectriaceae	g__Monographella	s__nivalis
ASV_375	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__alpina
ASV_376	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	g__Laburnicola	NA
ASV_377	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Lycoperdaceae	g__Lycoperdon	s__ericaeum
ASV_378	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__Capnobotryella	NA
ASV_379	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	NA	NA	NA
ASV_380	k__Fungi	p__Ascomycota	c__Geoglossomycetes	o__Geoglossales	f__Geoglossaceae	g__Geoglossum	NA
ASV_381	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	NA	NA	NA
ASV_382	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_383	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Pezizomycotina_fam_Incertae_sedis	g__Weissia	NA
ASV_384	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	NA	NA	NA
ASV_385	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Lachnum	NA
ASV_386	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Sclerostagonospora	NA
ASV_387	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	NA
ASV_388	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Leohumicola	NA
ASV_389	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Leohumicola	NA
ASV_390	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Geomyces	NA
ASV_391	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Sclerostagonospora	NA
ASV_392	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Bacillicladium	s__lobatum
ASV_393	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Steccherinaceae	g__Fibricium	NA
ASV_394	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_395	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Septoriella	NA
ASV_396	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Neonectria	s__major
ASV_397	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Glutinomyces	NA
ASV_398	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_399	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Linnemannia	s__zychae
ASV_400	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	NA	NA
ASV_401	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	NA	NA
ASV_402	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Lycoperdaceae	NA	NA
ASV_403	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__chlamydosporicum
ASV_404	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_405	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Tympanidaceae	NA	NA
ASV_406	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__Devriesia	NA
ASV_407	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	g__Lecythophora	NA
ASV_408	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	NA	NA
ASV_409	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	NA	NA	NA
ASV_410	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_411	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Extremaceae	g__Extremus	NA
ASV_412	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Thelebolaceae	g__Thelebolus	NA
ASV_413	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Onygenaceae	g__Chrysosporium	s__merdarium
ASV_414	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lentitheciaceae	NA	NA
ASV_415	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_416	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Powellomycetaceae	g__Fimicolochytrium	NA
ASV_417	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	g__Ochroconis	NA
ASV_418	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Pseudogymnoascus	NA
ASV_419	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Cuniculitremaceae	g__Kockovaella	NA
ASV_420	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Beauveria	s__pseudobassiana
ASV_421	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Thyridariaceae	g__Parathyridaria	NA
ASV_422	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Phomatosporales	f__Phomatosporaceae	g__Phomatospora	NA
ASV_423	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	NA	NA
ASV_424	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Tilachlidiaceae	g__Psychronectria	NA
ASV_425	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Cistella	NA
ASV_426	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hamatocanthoscyphaceae	g__Xenopolyscytalum	NA
ASV_427	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Albotricha	s__acutipila
ASV_428	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Mycenaceae	g__Mycena	s__pura
ASV_429	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hamatocanthoscyphaceae	g__Xenopolyscytalum	NA
ASV_430	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Bolbitiaceae	g__Panaeolus	NA
ASV_431	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Delitschiaceae	NA	NA
ASV_432	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	NA
ASV_433	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
